isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
1	MSTRG.42503	MSTRG.42503.1	g15274	g15274.t1	antisense	intergenic	7250	divergent	upstream
1	MSTRG.30550	MSTRG.30550.1	g11338	g11338.t1	antisense	intergenic	1697	convergent	downstream
0	MSTRG.30550	MSTRG.30550.1	g11339	g11339.t1	antisense	intergenic	4516	convergent	downstream
0	MSTRG.30550	MSTRG.30550.1	g11339	g11339.t2	antisense	intergenic	4516	convergent	downstream
1	MSTRG.583	MSTRG.583.2	g226	g226.t1	antisense	genic	0	containing	intronic
0	MSTRG.583	MSTRG.583.2	g227	g227.t1	sense	intergenic	2046	same_strand	downstream
0	MSTRG.583	MSTRG.583.2	g225	g225.t2	antisense	intergenic	2402	convergent	downstream
0	MSTRG.583	MSTRG.583.2	g227	g227.t2	sense	intergenic	2046	same_strand	downstream
0	MSTRG.583	MSTRG.583.2	g225	g225.t1	antisense	intergenic	2402	convergent	downstream
1	MSTRG.44419	MSTRG.44419.1	g15989	g15989.t1	sense	intergenic	18695	same_strand	upstream
0	MSTRG.44419	MSTRG.44419.1	g15988	g15988.t1	sense	intergenic	19423	same_strand	downstream
0	MSTRG.44419	MSTRG.44419.1	g15988	g15988.t2	sense	intergenic	19423	same_strand	downstream
1	MSTRG.36416	MSTRG.36416.1	g13310	g13310.t1	antisense	genic	0	nested	intronic
1	MSTRG.59085	MSTRG.59085.1	g21145	g21145.t1	antisense	intergenic	6172	convergent	downstream
1	MSTRG.22213	MSTRG.22213.1	g8221	g8221.t1	antisense	intergenic	6433	divergent	upstream
1	MSTRG.19161	MSTRG.19161.1	g7374	g7374.t2	sense	intergenic	2570	same_strand	upstream
0	MSTRG.19161	MSTRG.19161.1	g7374	g7374.t1	sense	intergenic	2570	same_strand	upstream
1	MSTRG.46935	MSTRG.46935.10	g17030	g17030.t3	sense	intergenic	701	same_strand	upstream
0	MSTRG.46935	MSTRG.46935.10	g17030	g17030.t2	sense	intergenic	3247	same_strand	upstream
0	MSTRG.46935	MSTRG.46935.10	g17030	g17030.t1	sense	intergenic	704	same_strand	upstream
0	MSTRG.46935	MSTRG.46935.10	g17029	g17029.t1	antisense	intergenic	9559	convergent	downstream
0	MSTRG.46935	MSTRG.46935.10	g17029	g17029.t2	antisense	intergenic	9386	convergent	downstream
1	MSTRG.11077	MSTRG.11077.1	g3867	g3867.t1	antisense	intergenic	1939	convergent	downstream
1	MSTRG.13309	MSTRG.13309.1	g4839	g4839.t1	antisense	intergenic	21337	divergent	upstream
0	MSTRG.13309	MSTRG.13309.1	g4838	g4838.t1	antisense	intergenic	24369	divergent	upstream
1	MSTRG.6505	MSTRG.6505.1	g2313	g2313.t2	antisense	intergenic	41418	convergent	downstream
0	MSTRG.6505	MSTRG.6505.1	g2313	g2313.t1	antisense	intergenic	41418	convergent	downstream
0	MSTRG.6505	MSTRG.6505.1	g2314	g2314.t1	sense	intergenic	42117	same_strand	downstream
1	MSTRG.29529	MSTRG.29529.1	g10982	g10982.t1	antisense	intergenic	29534	convergent	downstream
1	MSTRG.2434	MSTRG.2434.3	g859	g859.t1	sense	genic	0	containing	intronic
0	MSTRG.2434	MSTRG.2434.3	g858	g858.t1	sense	intergenic	2232	same_strand	upstream
0	MSTRG.2434	MSTRG.2434.3	g860	g860.t2	antisense	intergenic	8131	divergent	upstream
1	MSTRG.31648	MSTRG.31648.1	g11695	g11695.t1	antisense	intergenic	9219	divergent	upstream
1	MSTRG.64088	MSTRG.64088.3	g22947	g22947.t1	sense	intergenic	3388	same_strand	upstream
0	MSTRG.64088	MSTRG.64088.3	g22948	g22948.t1	antisense	intergenic	7641	divergent	upstream
1	MSTRG.41280	MSTRG.41280.1	g14963	g14963.t3	antisense	genic	0	nested	intronic
0	MSTRG.41280	MSTRG.41280.1	g14963	g14963.t4	antisense	genic	0	nested	intronic
0	MSTRG.41280	MSTRG.41280.1	g14963	g14963.t2	antisense	genic	0	nested	intronic
0	MSTRG.41280	MSTRG.41280.1	g14963	g14963.t6	antisense	intergenic	6185	divergent	upstream
1	MSTRG.1060	MSTRG.1060.1	g387	g387.t1	antisense	intergenic	52310	divergent	upstream
1	MSTRG.60201	MSTRG.60201.1	g21552	g21552.t1	antisense	genic	0	overlapping	exonic
1	MSTRG.19679	MSTRG.19679.1	g7554	g7554.t1	antisense	genic	0	nested	intronic
0	MSTRG.19679	MSTRG.19679.1	g7555	g7555.t1	antisense	intergenic	6762	divergent	upstream
0	MSTRG.19679	MSTRG.19679.1	g7555	g7555.t2	antisense	intergenic	6729	divergent	upstream
0	MSTRG.19679	MSTRG.19679.1	g7553	g7553.t1	antisense	intergenic	5315	convergent	downstream
1	MSTRG.13334	MSTRG.13334.1	g4840	g4840.t2	antisense	genic	0	nested	intronic
1	MSTRG.21946	MSTRG.21946.1	g8152	g8152.t1	sense	intergenic	21322	same_strand	downstream
1	MSTRG.32464	MSTRG.32464.2	g11925	g11925.t1	antisense	intergenic	34103	convergent	downstream
1	MSTRG.11661	MSTRG.11661.39	g4098	g4098.t1	antisense	intergenic	10377	convergent	downstream
1	MSTRG.23197	MSTRG.23197.17	g8553	g8553.t1	sense	intergenic	7326	same_strand	downstream
1	MSTRG.2856	MSTRG.2856.1	g993	g993.t1	antisense	intergenic	96563	convergent	downstream
1	MSTRG.11871	MSTRG.11871.1	g4182	g4182.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.11871	MSTRG.11871.1	g4183	g4183.t1	antisense	intergenic	6136	divergent	upstream
1	MSTRG.54192	MSTRG.54192.1	g19549	g19549.t1	sense	intergenic	2258	same_strand	upstream
0	MSTRG.54192	MSTRG.54192.1	g19548	g19548.t1	sense	intergenic	3779	same_strand	downstream
0	MSTRG.54192	MSTRG.54192.1	g19550	g19550.t1	antisense	intergenic	5520	convergent	downstream
1	MSTRG.56732	MSTRG.56732.1	g20376	g20376.t1	antisense	intergenic	19942	convergent	downstream
1	MSTRG.45559	MSTRG.45559.1	g16503	g16503.t1	antisense	genic	0	containing	intronic
1	MSTRG.68255	MSTRG.68255.1	g24750	g24750.t1	sense	intergenic	36327	same_strand	downstream
1	MSTRG.45240	MSTRG.45240.1	g16377	g16377.t1	sense	intergenic	28084	same_strand	upstream
1	MSTRG.28355	MSTRG.28355.1	g10514	g10514.t1	antisense	intergenic	5806	divergent	upstream
0	MSTRG.28355	MSTRG.28355.1	g10513	g10513.t1	sense	intergenic	6434	same_strand	downstream
1	MSTRG.7564	MSTRG.7564.1	g2688	g2688.t2	antisense	genic	0	overlapping	exonic
0	MSTRG.7564	MSTRG.7564.1	g2688	g2688.t1	antisense	intergenic	4669	convergent	downstream
1	MSTRG.37116	MSTRG.37116.2	g13515	g13515.t1	antisense	intergenic	9978	convergent	downstream
1	MSTRG.49305	MSTRG.49305.3	g17914	g17914.t1	antisense	intergenic	5397	convergent	downstream
1	MSTRG.12988	MSTRG.12988.2	g4703	g4703.t1	sense	intergenic	8008	same_strand	upstream
1	MSTRG.50058	MSTRG.50058.1	g18173	g18173.t1	antisense	genic	0	nested	intronic
0	MSTRG.50058	MSTRG.50058.1	g18174	g18174.t1	sense	intergenic	7319	same_strand	upstream
1	MSTRG.65040	MSTRG.65040.3	g23325	g23325.t1	sense	intergenic	2896	same_strand	downstream
0	MSTRG.65040	MSTRG.65040.3	g23324	g23324.t1	sense	intergenic	7171	same_strand	upstream
1	MSTRG.3044	MSTRG.3044.1	g1063	g1063.t1	antisense	genic	0	nested	exonic
0	MSTRG.3044	MSTRG.3044.1	g1064	g1064.t1	sense	intergenic	7761	same_strand	downstream
1	MSTRG.63442	MSTRG.63442.1	g22721	g22721.t1	antisense	genic	0	nested	exonic
0	MSTRG.63442	MSTRG.63442.1	g22720	g22720.t1	antisense	intergenic	6511	convergent	downstream
0	MSTRG.63442	MSTRG.63442.1	g22720	g22720.t2	antisense	intergenic	6511	convergent	downstream
0	MSTRG.63442	MSTRG.63442.1	g22722	g22722.t1	sense	intergenic	7428	same_strand	downstream
1	MSTRG.27511	MSTRG.27511.1	g10184	g10184.t1	sense	intergenic	853	same_strand	upstream
0	MSTRG.27511	MSTRG.27511.1	g10183	g10183.t1	sense	intergenic	3562	same_strand	downstream
0	MSTRG.27511	MSTRG.27511.1	g10185	g10185.t1	sense	intergenic	4339	same_strand	upstream
1	MSTRG.35394	MSTRG.35394.1	g12962	g12962.t1	sense	intergenic	6950	same_strand	upstream
1	MSTRG.50307	MSTRG.50307.1	g18259	g18259.t1	sense	intergenic	8752	same_strand	downstream
1	MSTRG.57182	MSTRG.57182.2	g20479	g20479.t1	antisense	intergenic	8375	divergent	upstream
1	MSTRG.66738	MSTRG.66738.1	g24065	g24065.t1	antisense	intergenic	8597	divergent	upstream
0	MSTRG.66738	MSTRG.66738.1	g24065	g24065.t2	antisense	intergenic	8597	divergent	upstream
1	MSTRG.31825	MSTRG.31825.4	g11730	g11730.t1	sense	genic	0	containing	intronic
0	MSTRG.31825	MSTRG.31825.4	g11731	g11731.t1	sense	genic	0	containing	intronic
1	MSTRG.10963	MSTRG.10963.3	g3818	g3818.t1	sense	intergenic	294	same_strand	downstream
1	MSTRG.15970	MSTRG.15970.1	g6106	g6106.t1	sense	intergenic	4875	same_strand	downstream
0	MSTRG.15970	MSTRG.15970.1	g6105	g6105.t2	sense	intergenic	8292	same_strand	upstream
0	MSTRG.15970	MSTRG.15970.1	g6107	g6107.t1	sense	intergenic	6283	same_strand	downstream
1	MSTRG.7640	MSTRG.7640.3	g2713	g2713.t1	sense	intergenic	2863	same_strand	upstream
0	MSTRG.7640	MSTRG.7640.3	g2712	g2712.t1	antisense	intergenic	7975	convergent	downstream
0	MSTRG.7640	MSTRG.7640.3	g2714	g2714.t2	antisense	intergenic	7684	divergent	upstream
1	MSTRG.53483	MSTRG.53483.3	g19220	g19220.t1	antisense	genic	0	overlapping	exonic
1	MSTRG.33066	MSTRG.33066.2	g12188	g12188.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.33066	MSTRG.33066.2	g12186	g12186.t1	antisense	intergenic	5187	divergent	upstream
0	MSTRG.33066	MSTRG.33066.2	g12189	g12189.t1	sense	intergenic	6464	same_strand	upstream
0	MSTRG.33066	MSTRG.33066.2	g12187	g12187.t1	sense	intergenic	2427	same_strand	downstream
1	MSTRG.43281	MSTRG.43281.11	g15554	g15554.t2	sense	genic	0	nested	intronic
0	MSTRG.43281	MSTRG.43281.11	g15555	g15555.t1	sense	intergenic	6840	same_strand	upstream
1	MSTRG.32095	MSTRG.32095.1	g11779	g11779.t1	sense	intergenic	21486	same_strand	upstream
0	MSTRG.32095	MSTRG.32095.1	g11780	g11780.t1	antisense	intergenic	25931	convergent	downstream
1	MSTRG.23300	MSTRG.23300.1	g8619	g8619.t1	sense	intergenic	4399	same_strand	upstream
0	MSTRG.23300	MSTRG.23300.1	g8618	g8618.t1	sense	intergenic	6070	same_strand	downstream
1	MSTRG.41814	MSTRG.41814.2	g15113	g15113.t1	sense	intergenic	4469	same_strand	upstream
0	MSTRG.41814	MSTRG.41814.2	g15112	g15112.t1	antisense	intergenic	6419	divergent	upstream
1	MSTRG.68111	MSTRG.68111.1	g24687	g24687.t1	antisense	genic	0	nested	intronic
0	MSTRG.68111	MSTRG.68111.1	g24688	g24688.t2	sense	intergenic	7453	same_strand	downstream
0	MSTRG.68111	MSTRG.68111.1	g24688	g24688.t1	sense	intergenic	7453	same_strand	downstream
0	MSTRG.68111	MSTRG.68111.1	g24686	g24686.t1	sense	intergenic	6689	same_strand	upstream
1	MSTRG.51637	MSTRG.51637.1	g18640	g18640.t1	sense	intergenic	9328	same_strand	upstream
1	MSTRG.24221	MSTRG.24221.1	g8959	g8959.t1	antisense	genic	0	nested	intronic
1	MSTRG.24088	MSTRG.24088.2	g8931	g8931.t3	sense	intergenic	21612	same_strand	downstream
0	MSTRG.24088	MSTRG.24088.2	g8930	g8930.t1	sense	intergenic	21723	same_strand	upstream
0	MSTRG.24088	MSTRG.24088.2	g8928	g8928.t1	antisense	intergenic	29210	convergent	downstream
0	MSTRG.24088	MSTRG.24088.2	g8931	g8931.t1	sense	intergenic	21612	same_strand	downstream
0	MSTRG.24088	MSTRG.24088.2	g8931	g8931.t2	sense	intergenic	21612	same_strand	downstream
1	MSTRG.6065	MSTRG.6065.1	g2216	g2216.t1	antisense	intergenic	29491	divergent	upstream
1	MSTRG.63979	MSTRG.63979.31	g22907	g22907.t1	antisense	genic	0	containing	exonic
0	MSTRG.63979	MSTRG.63979.31	g22908	g22908.t1	sense	intergenic	3285	same_strand	upstream
0	MSTRG.63979	MSTRG.63979.31	g22909	g22909.t1	antisense	intergenic	5759	convergent	downstream
0	MSTRG.63979	MSTRG.63979.31	g22910	g22910.t1	antisense	intergenic	9059	convergent	downstream
0	MSTRG.63979	MSTRG.63979.31	g22910	g22910.t2	antisense	intergenic	9059	convergent	downstream
1	MSTRG.54249	MSTRG.54249.1	g19581	g19581.t1	antisense	genic	0	nested	intronic
1	MSTRG.11337	MSTRG.11337.1	g3973	g3973.t1	antisense	genic	0	containing	intronic
0	MSTRG.11337	MSTRG.11337.1	g3974	g3974.t1	antisense	genic	0	containing	intronic
1	MSTRG.37655	MSTRG.37655.2	g13750	g13750.t1	antisense	intergenic	4200	convergent	downstream
0	MSTRG.37655	MSTRG.37655.2	g13751	g13751.t1	sense	intergenic	9270	same_strand	downstream
1	MSTRG.45252	MSTRG.45252.1	g16377	g16377.t1	antisense	intergenic	17505	divergent	upstream
1	MSTRG.55884	MSTRG.55884.1	g20173	g20173.t1	antisense	intergenic	31595	convergent	downstream
1	MSTRG.42871	MSTRG.42871.1	g15398	g15398.t2	sense	intergenic	9459	same_strand	upstream
0	MSTRG.42871	MSTRG.42871.1	g15398	g15398.t1	sense	intergenic	9459	same_strand	upstream
1	MSTRG.26119	MSTRG.26119.2	g9720	g9720.t1	antisense	intergenic	7323	convergent	downstream
1	MSTRG.54866	MSTRG.54866.1	g19898	g19898.t1	sense	intergenic	3167	same_strand	downstream
0	MSTRG.54866	MSTRG.54866.1	g19899	g19899.t1	antisense	intergenic	8701	convergent	downstream
1	MSTRG.50596	MSTRG.50596.3	g18381	g18381.t1	sense	genic	0	nested	intronic
0	MSTRG.50596	MSTRG.50596.3	g18382	g18382.t1	antisense	intergenic	9269	convergent	downstream
0	MSTRG.50596	MSTRG.50596.3	g18380	g18380.t1	antisense	intergenic	9615	divergent	upstream
1	MSTRG.58610	MSTRG.58610.2	g20983	g20983.t1	sense	intergenic	9387	same_strand	downstream
1	MSTRG.17970	MSTRG.17970.1	g6892	g6892.t1	antisense	genic	0	overlapping	exonic
1	MSTRG.30822	MSTRG.30822.3	g11488	g11488.t1	antisense	genic	0	nested	exonic
0	MSTRG.30822	MSTRG.30822.3	g11487	g11487.t1	sense	intergenic	2287	same_strand	downstream
0	MSTRG.30822	MSTRG.30822.3	g11486	g11486.t1	sense	intergenic	9553	same_strand	downstream
1	MSTRG.11661	MSTRG.11661.25	g4098	g4098.t1	antisense	intergenic	10377	convergent	downstream
1	MSTRG.56634	MSTRG.56634.1	g20363	g20363.t1	sense	intergenic	4980	same_strand	downstream
1	MSTRG.44959	MSTRG.44959.1	g16265	g16265.t1	sense	intergenic	526	same_strand	downstream
0	MSTRG.44959	MSTRG.44959.1	g16266	g16266.t1	sense	intergenic	2085	same_strand	upstream
1	MSTRG.35408	MSTRG.35408.4	g12965	g12965.t1	antisense	intergenic	5189	convergent	downstream
1	MSTRG.1167	MSTRG.1167.2	g426	g426.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.1167	MSTRG.1167.2	g427	g427.t1	antisense	intergenic	5829	divergent	upstream
0	MSTRG.1167	MSTRG.1167.2	g425	g425.t1	antisense	intergenic	2693	convergent	downstream
1	MSTRG.47878	MSTRG.47878.3	g17399	g17399.t1	antisense	intergenic	3204	convergent	downstream
0	MSTRG.47878	MSTRG.47878.3	g17398	g17398.t1	sense	intergenic	4939	same_strand	downstream
1	MSTRG.54740	MSTRG.54740.1	g19861	g19861.t1	sense	intergenic	9339	same_strand	upstream
1	MSTRG.41394	MSTRG.41394.1	g15001	g15001.t1	sense	intergenic	331	same_strand	upstream
1	MSTRG.6950	MSTRG.6950.1	g2471	g2471.t1	sense	intergenic	3496	same_strand	downstream
0	MSTRG.6950	MSTRG.6950.1	g2472	g2472.t1	antisense	intergenic	3944	convergent	downstream
1	MSTRG.65970	MSTRG.65970.1	g23739	g23739.t1	sense	intergenic	4231	same_strand	downstream
0	MSTRG.65970	MSTRG.65970.1	g23740	g23740.t2	antisense	intergenic	9515	divergent	upstream
0	MSTRG.65970	MSTRG.65970.1	g23740	g23740.t1	antisense	intergenic	9515	divergent	upstream
1	MSTRG.27322	MSTRG.27322.1	g10108	g10108.t1	sense	intergenic	1236	same_strand	downstream
0	MSTRG.27322	MSTRG.27322.1	g10107	g10107.t1	antisense	intergenic	9835	convergent	downstream
1	MSTRG.61839	MSTRG.61839.2	g22173	g22173.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.61839	MSTRG.61839.2	g22172	g22172.t1	sense	genic	0	containing	intronic
0	MSTRG.61839	MSTRG.61839.2	g22171	g22171.t1	sense	genic	0	containing	intronic
0	MSTRG.61839	MSTRG.61839.2	g22170	g22170.t1	sense	genic	0	containing	intronic
0	MSTRG.61839	MSTRG.61839.2	g22169	g22169.t1	sense	intergenic	1924	same_strand	downstream
1	MSTRG.37457	MSTRG.37457.1	g13649	g13649.t1	antisense	intergenic	10525	convergent	downstream
0	MSTRG.37457	MSTRG.37457.1	g13648	g13648.t1	sense	intergenic	19454	same_strand	downstream
0	MSTRG.37457	MSTRG.37457.1	g13650	g13650.t1	antisense	intergenic	14238	convergent	downstream
1	MSTRG.44160	MSTRG.44160.1	g15874	g15874.t2	antisense	genic	0	nested	intronic
0	MSTRG.44160	MSTRG.44160.1	g15875	g15875.t1	antisense	intergenic	5756	convergent	downstream
0	MSTRG.44160	MSTRG.44160.1	g15874	g15874.t1	antisense	genic	0	nested	intronic
0	MSTRG.44160	MSTRG.44160.1	g15876	g15876.t1	antisense	intergenic	8886	convergent	downstream
0	MSTRG.44160	MSTRG.44160.1	g15873	g15873.t1	antisense	intergenic	5473	divergent	upstream
1	MSTRG.16036	MSTRG.16036.1	g6131	g6131.t1	antisense	intergenic	1369	convergent	downstream
0	MSTRG.16036	MSTRG.16036.1	g6132	g6132.t1	sense	intergenic	9400	same_strand	downstream
0	MSTRG.16036	MSTRG.16036.1	g6130	g6130.t1	antisense	intergenic	6661	convergent	downstream
1	MSTRG.40689	MSTRG.40689.2	g14777	g14777.t1	antisense	intergenic	23170	divergent	upstream
0	MSTRG.40689	MSTRG.40689.2	g14776	g14776.t1	sense	intergenic	26710	same_strand	downstream
0	MSTRG.40689	MSTRG.40689.2	g14778	g14778.t1	sense	intergenic	25160	same_strand	upstream
1	MSTRG.64896	MSTRG.64896.1	g23270	g23270.t1	antisense	intergenic	7309	divergent	upstream
0	MSTRG.64896	MSTRG.64896.1	g23270	g23270.t2	antisense	intergenic	7518	divergent	upstream
1	MSTRG.45901	MSTRG.45901.36	g16619	g16619.t2	sense	intergenic	7525	same_strand	downstream
0	MSTRG.45901	MSTRG.45901.36	g16619	g16619.t1	sense	intergenic	7525	same_strand	downstream
1	MSTRG.45782	MSTRG.45782.1	g16589	g16589.t2	sense	intergenic	7003	same_strand	upstream
1	MSTRG.30822	MSTRG.30822.13	g11488	g11488.t1	antisense	genic	0	nested	exonic
0	MSTRG.30822	MSTRG.30822.13	g11486	g11486.t1	sense	intergenic	9879	same_strand	downstream
0	MSTRG.30822	MSTRG.30822.13	g11487	g11487.t1	sense	intergenic	2613	same_strand	downstream
1	MSTRG.33088	MSTRG.33088.1	g12196	g12196.t1	antisense	intergenic	1247	divergent	upstream
0	MSTRG.33088	MSTRG.33088.1	g12197	g12197.t1	antisense	intergenic	7336	divergent	upstream
0	MSTRG.33088	MSTRG.33088.1	g12194	g12194.t1	sense	intergenic	5252	same_strand	upstream
0	MSTRG.33088	MSTRG.33088.1	g12195	g12195.t1	sense	intergenic	4034	same_strand	upstream
1	MSTRG.65087	MSTRG.65087.3	g23342	g23342.t1	sense	intergenic	8104	same_strand	downstream
1	MSTRG.13116	MSTRG.13116.2	g4763	g4763.t1	sense	intergenic	1855	same_strand	downstream
0	MSTRG.13116	MSTRG.13116.2	g4763	g4763.t2	sense	intergenic	1855	same_strand	downstream
0	MSTRG.13116	MSTRG.13116.2	g4762	g4762.t2	sense	intergenic	7295	same_strand	upstream
0	MSTRG.13116	MSTRG.13116.2	g4764	g4764.t1	sense	intergenic	8427	same_strand	downstream
0	MSTRG.13116	MSTRG.13116.2	g4762	g4762.t1	sense	intergenic	7295	same_strand	upstream
1	MSTRG.64638	MSTRG.64638.1	g23150	g23150.t1	sense	intergenic	29353	same_strand	upstream
1	MSTRG.39188	MSTRG.39188.2	g14229	g14229.t1	antisense	intergenic	4440	convergent	downstream
1	MSTRG.15016	MSTRG.15016.1	g5719	g5719.t1	sense	genic	0	nested	intronic
1	MSTRG.60666	MSTRG.60666.1	g21715	g21715.t1	sense	intergenic	25055	same_strand	upstream
1	MSTRG.63566	MSTRG.63566.1	g22762	g22762.t1	antisense	intergenic	21889	convergent	downstream
0	MSTRG.63566	MSTRG.63566.1	g22763	g22763.t1	antisense	intergenic	28544	convergent	downstream
1	MSTRG.45305	MSTRG.45305.2	g16400	g16400.t1	antisense	genic	0	nested	exonic
0	MSTRG.45305	MSTRG.45305.2	g16399	g16399.t1	sense	intergenic	9261	same_strand	upstream
0	MSTRG.45305	MSTRG.45305.2	g16402	g16402.t1	antisense	intergenic	5101	divergent	upstream
0	MSTRG.45305	MSTRG.45305.2	g16403	g16403.t1	antisense	intergenic	7946	divergent	upstream
0	MSTRG.45305	MSTRG.45305.2	g16404	g16404.t1	sense	intergenic	9608	same_strand	downstream
0	MSTRG.45305	MSTRG.45305.2	g16399	g16399.t2	sense	intergenic	9321	same_strand	upstream
0	MSTRG.45305	MSTRG.45305.2	g16401	g16401.t1	antisense	intergenic	4419	divergent	upstream
1	MSTRG.59637	MSTRG.59637.3	g21351	g21351.t1	sense	intergenic	8710	same_strand	upstream
0	MSTRG.59637	MSTRG.59637.3	g21352	g21352.t1	sense	intergenic	9491	same_strand	downstream
1	MSTRG.41838	MSTRG.41838.4	g15120	g15120.t1	antisense	intergenic	34474	convergent	downstream
0	MSTRG.41838	MSTRG.41838.4	g15120	g15120.t2	antisense	intergenic	38395	convergent	downstream
1	MSTRG.45642	MSTRG.45642.1	g16538	g16538.t1	antisense	intergenic	7622	convergent	downstream
1	MSTRG.57640	MSTRG.57640.1	g20640	g20640.t1	sense	intergenic	3047	same_strand	upstream
0	MSTRG.57640	MSTRG.57640.1	g20638	g20638.t1	antisense	intergenic	6724	divergent	upstream
0	MSTRG.57640	MSTRG.57640.1	g20639	g20639.t1	antisense	intergenic	3955	divergent	upstream
1	MSTRG.27388	MSTRG.27388.1	g10130	g10130.t1	antisense	intergenic	33643	convergent	downstream
1	MSTRG.13659	MSTRG.13659.1	g5028	g5028.t1	sense	intergenic	5266	same_strand	upstream
0	MSTRG.13659	MSTRG.13659.1	g5028	g5028.t2	sense	intergenic	5266	same_strand	upstream
1	MSTRG.62523	MSTRG.62523.2	g22365	g22365.t1	sense	intergenic	65544	same_strand	downstream
1	MSTRG.52633	MSTRG.52633.1	g18949	g18949.t1	sense	intergenic	16692	same_strand	downstream
0	MSTRG.52633	MSTRG.52633.1	g18950	g18950.t1	antisense	intergenic	17370	convergent	downstream
0	MSTRG.52633	MSTRG.52633.1	g18949	g18949.t2	sense	intergenic	16692	same_strand	downstream
1	MSTRG.15520	MSTRG.15520.1	g5940	g5940.t1	antisense	intergenic	45	convergent	downstream
1	MSTRG.1069	MSTRG.1069.5	g388	g388.t1	antisense	intergenic	10396	convergent	downstream
0	MSTRG.1069	MSTRG.1069.5	g387	g387.t2	antisense	intergenic	19884	convergent	downstream
0	MSTRG.1069	MSTRG.1069.5	g387	g387.t1	antisense	intergenic	19884	convergent	downstream
1	MSTRG.61327	MSTRG.61327.1	g21972	g21972.t1	sense	intergenic	1548	same_strand	upstream
0	MSTRG.61327	MSTRG.61327.1	g21971	g21971.t1	antisense	intergenic	3418	divergent	upstream
1	MSTRG.32255	MSTRG.32255.2	g11838	g11838.t1	antisense	intergenic	1058	divergent	upstream
1	MSTRG.58556	MSTRG.58556.2	g20958	g20958.t2	sense	intergenic	688	same_strand	upstream
0	MSTRG.58556	MSTRG.58556.2	g20957	g20957.t1	sense	intergenic	8479	same_strand	downstream
0	MSTRG.58556	MSTRG.58556.2	g20958	g20958.t1	sense	intergenic	688	same_strand	upstream
1	MSTRG.14006	MSTRG.14006.1	g5200	g5200.t1	antisense	intergenic	617	convergent	downstream
0	MSTRG.14006	MSTRG.14006.1	g5202	g5202.t1	antisense	intergenic	9530	convergent	downstream
0	MSTRG.14006	MSTRG.14006.1	g5199	g5199.t1	sense	intergenic	4379	same_strand	downstream
0	MSTRG.14006	MSTRG.14006.1	g5202	g5202.t2	antisense	intergenic	9530	convergent	downstream
0	MSTRG.14006	MSTRG.14006.1	g5201	g5201.t1	antisense	intergenic	7690	convergent	downstream
1	MSTRG.9923	MSTRG.9923.1	g3468	g3468.t1	antisense	intergenic	44335	divergent	upstream
0	MSTRG.9923	MSTRG.9923.1	g3469	g3469.t1	antisense	intergenic	49474	divergent	upstream
0	MSTRG.9923	MSTRG.9923.1	g3467	g3467.t1	antisense	intergenic	45889	convergent	downstream
0	MSTRG.9923	MSTRG.9923.1	g3467	g3467.t2	antisense	intergenic	45889	convergent	downstream
1	MSTRG.23041	MSTRG.23041.1	g8486	g8486.t1	antisense	intergenic	7624	convergent	downstream
1	MSTRG.10931	MSTRG.10931.1	g3789	g3789.t1	sense	intergenic	4262	same_strand	upstream
0	MSTRG.10931	MSTRG.10931.1	g3790	g3790.t2	antisense	intergenic	7736	divergent	upstream
0	MSTRG.10931	MSTRG.10931.1	g3788	g3788.t1	sense	intergenic	6904	same_strand	upstream
0	MSTRG.10931	MSTRG.10931.1	g3790	g3790.t1	antisense	intergenic	7736	divergent	upstream
1	MSTRG.43725	MSTRG.43725.8	g15713	g15713.t1	sense	intergenic	2355	same_strand	upstream
0	MSTRG.43725	MSTRG.43725.8	g15714	g15714.t1	antisense	intergenic	6820	convergent	downstream
0	MSTRG.43725	MSTRG.43725.8	g15712	g15712.t1	sense	intergenic	9302	same_strand	downstream
0	MSTRG.43725	MSTRG.43725.8	g15714	g15714.t2	antisense	intergenic	6820	convergent	downstream
1	MSTRG.32270	MSTRG.32270.1	g11836	g11836.t2	antisense	genic	0	nested	intronic
0	MSTRG.32270	MSTRG.32270.1	g11836	g11836.t1	antisense	genic	0	nested	intronic
0	MSTRG.32270	MSTRG.32270.1	g11836	g11836.t3	antisense	genic	0	nested	intronic
1	MSTRG.51190	MSTRG.51190.1	g18530	g18530.t1	antisense	intergenic	8588	convergent	downstream
1	MSTRG.2387	MSTRG.2387.1	g838	g838.t1	antisense	intergenic	8884	convergent	downstream
0	MSTRG.2387	MSTRG.2387.1	g838	g838.t2	antisense	intergenic	8884	convergent	downstream
1	MSTRG.10075	MSTRG.10075.4	g3505	g3505.t1	antisense	intergenic	9095	convergent	downstream
1	MSTRG.4016	MSTRG.4016.1	g1482	g1482.t1	antisense	intergenic	15102	convergent	downstream
1	MSTRG.23108	MSTRG.23108.2	g8517	g8517.t1	sense	intergenic	15839	same_strand	upstream
0	MSTRG.23108	MSTRG.23108.2	g8518	g8518.t1	antisense	intergenic	16290	divergent	upstream
1	MSTRG.62341	MSTRG.62341.4	g22295	g22295.t1	antisense	intergenic	12621	divergent	upstream
