qry_id	len
MSTRG.8674.2	1118
MSTRG.8723.1	303
MSTRG.8093.1	256
MSTRG.8518.1	1025
MSTRG.7787.2	525
MSTRG.8118.1	531
MSTRG.7936.1	340
MSTRG.7884.2	335
MSTRG.7787.1	209
MSTRG.8575.1	863
MSTRG.8367.1	888
MSTRG.8096.1	495
MSTRG.8067.2	1655
MSTRG.8641.1	435
MSTRG.7884.1	332
MSTRG.8589.1	1275
MSTRG.8003.1	446
MSTRG.7755.1	970
MSTRG.8375.1	310
MSTRG.7745.4	1605
MSTRG.7734.1	946
MSTRG.8674.3	539
MSTRG.8363.1	254
MSTRG.8670.3	222
MSTRG.7845.5	780
MSTRG.8355.1	1302
MSTRG.8751.5	2299
MSTRG.7858.1	477
MSTRG.8267.1	806
MSTRG.8718.29	432
MSTRG.8379.1	310
MSTRG.8402.1	219
MSTRG.8760.1	395
MSTRG.8529.1	545
MSTRG.7819.2	958
MSTRG.8629.1	348
MSTRG.8483.1	958
MSTRG.8433.1	538
MSTRG.8674.1	1059
MSTRG.8581.1	447
MSTRG.8263.1	766
MSTRG.8008.1	458
MSTRG.8512.1	301
MSTRG.7905.1	331
MSTRG.8658.1	299
MSTRG.10084.1	818
MSTRG.10208.4	1504
MSTRG.9913.3	593
MSTRG.10117.1	870
MSTRG.10208.3	1498
MSTRG.9752.1	727
MSTRG.10248.1	439
MSTRG.8919.1	267
MSTRG.10136.1	382
MSTRG.10162.1	213
MSTRG.9873.1	353
MSTRG.9898.1	642
MSTRG.9414.1	914
MSTRG.9939.1	635
MSTRG.10080.1	456
MSTRG.8945.2	736
MSTRG.8903.1	407
MSTRG.9590.1	528
MSTRG.9778.1	674
MSTRG.8940.1	254
MSTRG.9560.1	423
MSTRG.10038.1	612
MSTRG.8855.1	402
MSTRG.9188.1	637
MSTRG.10168.1	1396
MSTRG.10200.1	1032
MSTRG.9048.1	490
MSTRG.8961.1	812
MSTRG.9978.3	760
MSTRG.9923.1	236
MSTRG.9913.1	1254
MSTRG.9116.6	598
MSTRG.10045.1	360
MSTRG.9768.1	351
MSTRG.10208.2	2191
MSTRG.10075.1	1803
MSTRG.8936.1	1595
MSTRG.9815.2	272
MSTRG.9017.2	261
MSTRG.9445.1	323
MSTRG.9712.1	304
MSTRG.9008.1	373
MSTRG.9496.1	324
MSTRG.10228.6	232
MSTRG.9901.1	229
MSTRG.10232.1	293
MSTRG.9895.1	387
MSTRG.8991.1	382
MSTRG.10166.2	2746
MSTRG.9391.1	222
MSTRG.9983.1	768
MSTRG.9413.2	519
MSTRG.9565.1	493
MSTRG.9939.5	595
MSTRG.9747.1	400
MSTRG.9902.2	843
MSTRG.10222.1	208
MSTRG.10230.1	556
MSTRG.9913.2	593
MSTRG.10037.1	276
MSTRG.9547.1	477
MSTRG.9978.1	643
MSTRG.10056.2	1562
MSTRG.8951.1	383
MSTRG.8955.1	1059
MSTRG.10160.2	664
MSTRG.8943.8	374
MSTRG.9638.3	363
MSTRG.9815.1	272
MSTRG.9794.1	223
MSTRG.10225.8	338
MSTRG.9832.1	249
MSTRG.10179.1	388
MSTRG.8903.3	271
MSTRG.10190.3	465
MSTRG.9422.1	413
MSTRG.9067.1	529
MSTRG.9934.2	479
MSTRG.9549.1	612
MSTRG.8945.1	977
MSTRG.10083.1	1044
MSTRG.8937.2	790
MSTRG.9689.1	393
MSTRG.10075.4	1489
MSTRG.9949.1	844
MSTRG.9978.2	647
MSTRG.10155.2	1056
MSTRG.9751.1	696
MSTRG.10076.3	1990
MSTRG.9892.1	367
MSTRG.10227.2	1243
MSTRG.9638.2	409
MSTRG.8939.1	625
MSTRG.8899.1	242
MSTRG.9991.2	741
MSTRG.9212.1	392
MSTRG.9401.1	239
MSTRG.9638.1	444
MSTRG.8962.1	748
MSTRG.9563.1	390
MSTRG.10055.4	215
MSTRG.10228.2	542
MSTRG.9457.2	389
MSTRG.10241.1	526
MSTRG.9573.1	709
MSTRG.8854.1	1590
MSTRG.10075.3	1174
MSTRG.10091.1	1310
MSTRG.9927.1	350
MSTRG.9119.1	430
MSTRG.8936.4	1538
MSTRG.10156.1	303
MSTRG.10051.1	427
MSTRG.9174.1	209
MSTRG.10228.4	432
MSTRG.9413.1	621
MSTRG.9953.1	754
MSTRG.10246.1	342
MSTRG.9564.1	1196
MSTRG.9069.1	257
MSTRG.9816.1	283
MSTRG.9679.1	400
MSTRG.9145.1	263
MSTRG.9768.2	212
MSTRG.10242.2	582
MSTRG.9902.3	277
MSTRG.10220.1	725
MSTRG.9938.1	422
MSTRG.10237.1	256
MSTRG.9846.1	361
MSTRG.9991.1	843
MSTRG.8949.1	573
MSTRG.9755.1	238
MSTRG.10212.6	1046
MSTRG.9502.1	403
MSTRG.9754.1	315
MSTRG.8850.1	520
MSTRG.10121.1	673
MSTRG.9902.1	522
MSTRG.9056.2	657
MSTRG.8943.16	413
MSTRG.9815.3	272
MSTRG.9377.1	454
MSTRG.9962.1	302
MSTRG.10213.1	593
MSTRG.9638.4	329
MSTRG.10242.1	558
MSTRG.8938.1	1368
MSTRG.10121.3	677
MSTRG.9919.1	324
MSTRG.9115.1	387
MSTRG.9170.2	706
MSTRG.9471.1	1533
MSTRG.10228.5	373
MSTRG.9074.1	335
MSTRG.9221.1	594
MSTRG.8854.2	247
MSTRG.8903.2	380
MSTRG.9032.1	402
MSTRG.10075.2	1644
MSTRG.8901.1	245
MSTRG.10161.1	227
MSTRG.10228.3	289
MSTRG.9157.1	210
MSTRG.10116.2	746
MSTRG.9423.1	346
MSTRG.10225.11	772
MSTRG.9601.1	221
MSTRG.10207.1	213
MSTRG.10121.2	491
MSTRG.9068.1	491
MSTRG.10196.1	223
MSTRG.9768.4	351
MSTRG.10047.1	533
MSTRG.8953.1	616
MSTRG.9210.1	767
MSTRG.8843.1	269
MSTRG.9768.3	212
MSTRG.9144.1	213
MSTRG.9316.1	320
MSTRG.10208.1	2132
MSTRG.9678.1	1169
MSTRG.10166.1	2538
MSTRG.10651.1	629
MSTRG.10384.1	209
MSTRG.10255.2	901
MSTRG.10636.1	621
MSTRG.10643.6	256
MSTRG.10255.3	708
MSTRG.10459.2	809
MSTRG.10862.1	251
MSTRG.10823.1	450
MSTRG.10833.1	496
MSTRG.10546.1	1115
MSTRG.10438.2	1241
MSTRG.10477.1	301
MSTRG.10655.1	371
MSTRG.10347.3	228
MSTRG.10546.2	244
MSTRG.10359.5	422
MSTRG.10357.1	845
MSTRG.10869.1	860
MSTRG.10574.1	236
MSTRG.10827.1	1019
MSTRG.10409.1	599
MSTRG.10792.1	308
MSTRG.10339.1	865
MSTRG.10359.6	357
MSTRG.10442.12	1367
MSTRG.10643.4	835
MSTRG.10477.2	289
MSTRG.10918.1	639
MSTRG.10282.1	241
MSTRG.10455.1	251
MSTRG.10278.2	1046
MSTRG.10574.2	257
MSTRG.10646.1	264
MSTRG.10465.1	443
MSTRG.10784.1	488
MSTRG.10664.1	353
MSTRG.10350.1	339
MSTRG.10528.2	228
MSTRG.10888.1	661
MSTRG.10359.1	266
MSTRG.10428.1	707
MSTRG.10963.3	365
MSTRG.10894.4	822
MSTRG.10272.1	806
MSTRG.10407.1	843
MSTRG.10468.1	211
MSTRG.10538.1	300
MSTRG.10796.2	315
MSTRG.10265.1	1440
MSTRG.10793.1	1439
MSTRG.10644.4	1960
MSTRG.10769.1	321
MSTRG.10276.1	643
MSTRG.10931.1	1277
MSTRG.10810.1	304
MSTRG.10720.1	647
MSTRG.10279.1	417
MSTRG.10796.1	411
MSTRG.10641.9	1256
MSTRG.10564.1	200
MSTRG.10656.1	200
MSTRG.10622.1	815
MSTRG.10889.7	426
MSTRG.10819.1	860
MSTRG.10555.1	545
MSTRG.10832.4	239
MSTRG.10732.1	236
MSTRG.10544.1	1275
MSTRG.10308.2	223
MSTRG.10473.1	715
MSTRG.10661.1	1850
MSTRG.10806.1	273
MSTRG.10478.1	395
MSTRG.10889.8	328
MSTRG.10457.1	670
MSTRG.10282.2	341
MSTRG.10702.1	390
MSTRG.10347.1	527
MSTRG.10683.1	423
MSTRG.10528.1	322
MSTRG.10372.1	278
MSTRG.10955.1	656
MSTRG.10825.1	570
MSTRG.10875.1	1378
MSTRG.10320.2	467
MSTRG.10661.2	1850
MSTRG.10312.1	383
MSTRG.10463.1	285
MSTRG.10805.1	1152
MSTRG.10951.1	674
MSTRG.10849.4	1067
MSTRG.10828.1	425
MSTRG.10577.1	305
MSTRG.10279.2	261
MSTRG.10343.1	233
MSTRG.10413.1	314
MSTRG.10643.5	1315
MSTRG.10345.1	515
MSTRG.10449.1	2749
MSTRG.10758.1	412
MSTRG.10367.1	222
MSTRG.10347.2	268
MSTRG.10783.4	605
MSTRG.10832.3	239
MSTRG.10903.1	585
MSTRG.10517.1	526
MSTRG.10280.1	217
MSTRG.10783.2	526
MSTRG.10453.1	1531
MSTRG.10643.3	1257
MSTRG.11661.52	283
MSTRG.12275.1	239
MSTRG.11298.5	553
MSTRG.12072.2	1617
MSTRG.11587.4	289
MSTRG.11288.2	668
MSTRG.11535.1	304
MSTRG.11532.1	661
MSTRG.11258.2	380
MSTRG.11936.13	523
MSTRG.11956.1	423
MSTRG.11056.1	324
MSTRG.11620.1	281
MSTRG.11661.26	378
MSTRG.12190.2	884
MSTRG.11199.3	1568
MSTRG.11194.1	415
MSTRG.12126.1	230
MSTRG.11865.1	1680
MSTRG.10999.9	1065
MSTRG.11254.1	1016
MSTRG.11661.13	281
MSTRG.11661.30	302
MSTRG.12108.1	461
MSTRG.11665.1	882
MSTRG.11057.1	357
MSTRG.11661.46	297
MSTRG.11131.28	560
MSTRG.11077.2	722
MSTRG.11587.3	337
MSTRG.11090.1	231
MSTRG.12325.1	968
MSTRG.11661.53	227
MSTRG.11899.1	207
MSTRG.12249.1	711
MSTRG.11666.1	727
MSTRG.12268.22	1247
MSTRG.11661.37	499
MSTRG.11033.1	1126
MSTRG.11802.1	239
MSTRG.11034.1	1351
MSTRG.11953.2	1086
MSTRG.11258.1	638
MSTRG.11661.21	377
MSTRG.11588.4	474
MSTRG.10989.2	1175
MSTRG.11300.1	580
MSTRG.11862.1	631
MSTRG.11936.12	491
MSTRG.12072.1	1193
MSTRG.11661.39	424
MSTRG.11661.27	227
MSTRG.11878.1	452
MSTRG.12202.1	707
MSTRG.11601.1	512
MSTRG.11661.35	359
MSTRG.11907.1	532
MSTRG.11707.3	285
MSTRG.11477.2	877
MSTRG.11661.25	303
MSTRG.12136.1	602
MSTRG.11131.32	418
MSTRG.11768.2	471
MSTRG.11861.1	516
MSTRG.11661.49	995
MSTRG.11661.40	349
MSTRG.12101.1	312
MSTRG.11489.2	468
MSTRG.11661.22	302
MSTRG.12217.1	334
MSTRG.12232.1	226
MSTRG.12150.1	1483
MSTRG.12254.1	553
MSTRG.11600.1	244
MSTRG.11776.11	963
MSTRG.11936.15	711
MSTRG.11589.1	622
MSTRG.11066.2	527
MSTRG.11329.8	730
MSTRG.11799.3	450
MSTRG.11601.2	261
MSTRG.11953.1	1568
MSTRG.11587.2	529
MSTRG.11661.29	452
MSTRG.11638.1	440
MSTRG.11288.1	218
MSTRG.11661.16	227
MSTRG.11699.1	1084
MSTRG.11532.2	661
MSTRG.11661.34	284
MSTRG.11661.17	377
MSTRG.11697.1	635
MSTRG.11661.51	508
MSTRG.11892.1	221
MSTRG.11066.1	256
MSTRG.12317.2	442
MSTRG.11291.1	222
MSTRG.11223.1	356
MSTRG.12008.1	352
MSTRG.11131.34	631
MSTRG.11661.31	227
MSTRG.11097.4	627
MSTRG.11661.28	452
MSTRG.12130.2	739
MSTRG.12002.1	779
MSTRG.11661.19	452
MSTRG.11097.2	750
MSTRG.11202.2	285
MSTRG.12046.1	284
MSTRG.11144.1	239
MSTRG.12015.1	770
MSTRG.11354.1	320
MSTRG.12240.1	476
MSTRG.11661.45	517
MSTRG.11200.1	353
MSTRG.11038.1	213
MSTRG.11199.1	201
MSTRG.12160.1	262
MSTRG.12111.1	582
MSTRG.11317.1	460
MSTRG.11761.1	463
MSTRG.11169.1	550
MSTRG.12298.1	234
MSTRG.11422.1	495
MSTRG.11750.2	503
MSTRG.11886.1	647
MSTRG.11661.14	452
MSTRG.11076.2	441
MSTRG.11131.8	429
MSTRG.11661.41	424
MSTRG.11516.1	320
MSTRG.11542.1	1025
MSTRG.11030.1	930
MSTRG.11661.55	208
MSTRG.11953.3	698
MSTRG.11661.42	403
MSTRG.11874.1	1100
MSTRG.11661.36	349
MSTRG.11570.1	476
MSTRG.11161.1	765
MSTRG.12162.1	256
MSTRG.11249.3	988
MSTRG.12128.1	359
MSTRG.12056.7	907
MSTRG.12176.1	622
MSTRG.11587.1	358
MSTRG.11337.1	321
MSTRG.11661.44	742
MSTRG.11410.1	353
MSTRG.11158.1	502
MSTRG.11661.47	1000
MSTRG.11399.1	439
MSTRG.11076.1	3238
MSTRG.11172.1	388
MSTRG.12305.1	382
MSTRG.11768.1	1044
MSTRG.11750.3	503
MSTRG.11396.1	497
MSTRG.11771.1	330
MSTRG.11529.1	628
MSTRG.12072.4	551
MSTRG.11202.1	413
MSTRG.11848.1	776
MSTRG.12072.5	297
MSTRG.12137.1	231
MSTRG.11661.33	294
MSTRG.11293.1	217
MSTRG.11063.1	423
MSTRG.11043.1	932
MSTRG.12311.1	416
MSTRG.11897.1	207
MSTRG.11477.1	544
MSTRG.11661.15	302
MSTRG.11934.2	498
MSTRG.11199.2	1283
MSTRG.11661.54	302
MSTRG.11661.48	359
MSTRG.11750.1	514
MSTRG.11809.2	1786
MSTRG.11013.1	213
MSTRG.11661.38	424
MSTRG.11497.1	387
MSTRG.11754.1	845
MSTRG.11260.1	1190
MSTRG.11421.1	568
MSTRG.11977.1	727
MSTRG.11661.24	302
MSTRG.11076.3	543
MSTRG.11807.1	300
MSTRG.11730.1	272
MSTRG.12276.1	363
MSTRG.11329.2	787
MSTRG.12054.1	343
MSTRG.11588.2	203
MSTRG.11661.23	303
MSTRG.12161.2	201
MSTRG.11444.1	305
MSTRG.11661.20	302
MSTRG.12072.3	1371
MSTRG.11485.1	241
MSTRG.11661.50	359
MSTRG.11806.2	717
MSTRG.12317.1	741
MSTRG.11979.1	642
MSTRG.12004.1	376
MSTRG.11891.1	644
MSTRG.11651.2	1548
MSTRG.11097.1	758
MSTRG.11588.1	203
MSTRG.11529.2	785
MSTRG.11723.1	284
MSTRG.11077.1	278
MSTRG.12155.5	373
MSTRG.10997.2	1552
MSTRG.11473.1	296
MSTRG.11871.1	980
MSTRG.11222.1	278
MSTRG.11661.18	302
MSTRG.11064.2	743
MSTRG.11933.2	397
MSTRG.11097.3	928
MSTRG.11489.1	1299
MSTRG.11663.1	307
MSTRG.11799.4	448
MSTRG.11938.1	533
MSTRG.12895.1	616
MSTRG.12755.6	262
MSTRG.12572.1	624
MSTRG.13200.3	856
MSTRG.12510.3	884
MSTRG.13201.3	655
MSTRG.12578.3	662
MSTRG.12512.1	347
MSTRG.13246.2	207
MSTRG.12752.1	230
MSTRG.13176.1	482
MSTRG.13118.1	1601
MSTRG.12965.1	404
MSTRG.12827.2	860
MSTRG.12953.1	248
MSTRG.12510.1	524
MSTRG.13171.1	218
MSTRG.12764.2	604
MSTRG.12412.11	419
MSTRG.12928.1	1475
MSTRG.12954.2	1033
MSTRG.12651.1	837
MSTRG.12381.3	586
MSTRG.12693.9	829
MSTRG.13222.1	475
MSTRG.13185.1	341
MSTRG.12960.1	1045
MSTRG.12600.4	634
MSTRG.12401.1	797
MSTRG.12863.2	1514
MSTRG.13181.1	205
MSTRG.12726.5	222
MSTRG.13091.1	248
MSTRG.12682.2	255
MSTRG.12764.4	466
MSTRG.13023.1	818
MSTRG.12694.2	587
MSTRG.13117.1	307
MSTRG.12376.1	436
MSTRG.12806.1	239
MSTRG.12555.1	216
MSTRG.12580.1	641
MSTRG.12809.1	287
MSTRG.13246.1	208
MSTRG.12563.8	807
MSTRG.13236.2	357
MSTRG.12803.1	1097
MSTRG.13023.2	1323
MSTRG.12863.1	1220
MSTRG.13006.1	455
MSTRG.13101.18	537
MSTRG.12788.5	753
MSTRG.12860.1	1324
MSTRG.12888.1	1369
MSTRG.12906.1	1162
MSTRG.12764.3	580
MSTRG.12552.1	348
MSTRG.13219.1	507
MSTRG.12954.1	851
MSTRG.13135.1	470
MSTRG.13177.1	284
MSTRG.12544.1	375
MSTRG.12932.1	748
MSTRG.12861.2	459
MSTRG.13117.3	452
MSTRG.13116.2	1279
MSTRG.13135.3	354
MSTRG.13187.1	366
MSTRG.12510.2	395
MSTRG.13118.2	830
MSTRG.12807.3	830
MSTRG.13231.1	480
MSTRG.13095.1	335
MSTRG.13114.1	212
MSTRG.13203.1	371
MSTRG.12803.3	713
MSTRG.12846.1	683
MSTRG.12854.1	681
MSTRG.12773.1	1948
MSTRG.12411.2	1885
MSTRG.13067.1	338
MSTRG.12584.1	394
MSTRG.12703.1	894
MSTRG.12673.1	1063
MSTRG.12455.1	359
MSTRG.13022.1	1632
MSTRG.13156.1	1140
MSTRG.12429.1	768
MSTRG.12707.1	1405
MSTRG.13200.2	626
MSTRG.12415.1	534
MSTRG.13016.1	531
MSTRG.13102.1	1487
MSTRG.12707.3	876
MSTRG.12421.1	904
MSTRG.12756.1	560
MSTRG.12423.1	1317
MSTRG.12599.1	757
MSTRG.13025.1	1058
MSTRG.13245.1	206
MSTRG.12888.2	1401
MSTRG.12957.1	228
MSTRG.13201.5	475
MSTRG.13253.1	753
MSTRG.12912.1	1071
MSTRG.12367.1	842
MSTRG.12757.1	306
MSTRG.12703.2	859
MSTRG.12587.1	424
MSTRG.12381.2	333
MSTRG.12988.2	741
MSTRG.12529.1	544
MSTRG.12765.1	348
MSTRG.12764.5	551
MSTRG.13131.1	244
MSTRG.12764.6	479
MSTRG.12429.2	577
MSTRG.12683.1	454
MSTRG.13100.1	1314
MSTRG.12712.2	963
MSTRG.12509.1	597
MSTRG.12510.4	847
MSTRG.12806.2	421
MSTRG.13116.1	1142
MSTRG.12416.1	611
MSTRG.13210.1	260
MSTRG.12581.1	511
MSTRG.13918.2	969
MSTRG.14241.2	610
MSTRG.13613.1	239
MSTRG.13567.1	205
MSTRG.14797.2	946
MSTRG.14329.1	667
MSTRG.13312.1	298
MSTRG.14131.1	574
MSTRG.14862.1	247
MSTRG.14489.1	575
MSTRG.14459.4	1668
MSTRG.14845.3	882
MSTRG.13982.1	446
MSTRG.13867.1	208
MSTRG.13856.1	426
MSTRG.13825.1	1016
MSTRG.14380.1	382
MSTRG.14423.2	1731
MSTRG.13983.1	238
MSTRG.14509.1	369
MSTRG.14657.1	783
MSTRG.13873.1	640
MSTRG.14816.1	687
MSTRG.13512.1	580
MSTRG.14691.7	1675
MSTRG.14120.1	356
MSTRG.14380.2	441
MSTRG.14698.3	583
MSTRG.14698.4	586
MSTRG.13879.1	213
MSTRG.14810.1	415
MSTRG.14057.1	477
MSTRG.14715.1	502
MSTRG.14413.1	413
MSTRG.13764.1	774
MSTRG.14613.3	899
MSTRG.13725.2	484
MSTRG.14417.2	1343
MSTRG.14308.2	464
MSTRG.14916.1	505
MSTRG.14314.1	1221
MSTRG.14490.3	288
MSTRG.14044.1	446
MSTRG.13724.1	447
MSTRG.13391.1	1190
MSTRG.14490.1	348
MSTRG.14022.1	623
MSTRG.14565.1	410
MSTRG.13338.1	589
MSTRG.14854.1	222
MSTRG.14588.1	288
MSTRG.14308.3	472
MSTRG.13496.7	506
MSTRG.14795.1	722
MSTRG.14833.2	276
MSTRG.13367.2	650
MSTRG.14194.1	288
MSTRG.14436.2	625
MSTRG.13617.3	878
MSTRG.14147.2	345
MSTRG.14041.1	282
MSTRG.14375.1	317
MSTRG.14348.1	952
MSTRG.13545.1	331
MSTRG.14369.4	593
MSTRG.13617.4	864
MSTRG.14371.2	1017
MSTRG.14427.1	1506
MSTRG.13291.1	206
MSTRG.14001.1	1389
MSTRG.13659.1	667
MSTRG.13898.1	758
MSTRG.14663.1	371
MSTRG.14676.1	858
MSTRG.13932.1	255
MSTRG.13797.1	560
MSTRG.14380.3	275
MSTRG.14141.1	408
MSTRG.14241.3	634
MSTRG.13918.1	853
MSTRG.14823.2	1310
MSTRG.14169.1	336
MSTRG.14895.1	886
MSTRG.13393.2	308
MSTRG.14949.4	533
MSTRG.13958.1	496
MSTRG.14103.1	905
MSTRG.14797.1	946
MSTRG.13576.1	464
MSTRG.14849.1	373
MSTRG.14580.8	538
MSTRG.14369.2	630
MSTRG.13998.2	338
MSTRG.14428.1	244
MSTRG.14886.1	377
MSTRG.14819.2	1077
MSTRG.14776.2	548
MSTRG.13738.1	242
MSTRG.14188.1	349
MSTRG.13842.1	990
MSTRG.14088.1	733
MSTRG.14475.1	252
MSTRG.14857.3	264
MSTRG.14846.2	1141
MSTRG.13611.1	548
MSTRG.14730.2	1033
MSTRG.14308.1	485
MSTRG.13937.4	325
MSTRG.14730.1	918
MSTRG.13577.5	620
MSTRG.13571.1	777
MSTRG.14150.1	1095
MSTRG.14362.1	731
MSTRG.14471.1	1010
MSTRG.14006.1	497
MSTRG.13827.1	784
MSTRG.14857.1	222
MSTRG.14744.1	837
MSTRG.13845.1	1728
MSTRG.13580.1	897
MSTRG.14864.1	587
MSTRG.13780.1	756
MSTRG.14001.2	1024
MSTRG.13975.1	319
MSTRG.13984.1	291
MSTRG.14658.1	459
MSTRG.14656.1	249
MSTRG.13460.1	419
MSTRG.14245.1	957
MSTRG.13284.1	720
MSTRG.14843.6	520
MSTRG.14312.1	510
MSTRG.13410.1	312
MSTRG.13736.1	311
MSTRG.13538.1	284
MSTRG.13350.1	1218
MSTRG.14778.2	1100
MSTRG.13496.2	1021
MSTRG.13428.6	809
MSTRG.13617.2	618
MSTRG.13367.1	1304
MSTRG.14491.1	508
MSTRG.14698.6	495
MSTRG.14028.1	523
MSTRG.14399.1	379
MSTRG.14059.10	1132
MSTRG.14716.10	997
MSTRG.14061.1	565
MSTRG.14162.1	1391
MSTRG.14254.1	277
MSTRG.14613.4	993
MSTRG.14776.1	725
MSTRG.14055.1	213
MSTRG.13813.1	882
MSTRG.14878.9	303
MSTRG.13305.1	393
MSTRG.14904.1	303
MSTRG.13901.2	559
MSTRG.14744.2	809
MSTRG.14613.1	1379
MSTRG.13449.1	224
MSTRG.14864.2	629
MSTRG.13991.1	456
MSTRG.14858.2	271
MSTRG.13967.1	272
MSTRG.14047.1	215
MSTRG.13966.1	540
MSTRG.13638.1	1376
MSTRG.14059.14	1095
MSTRG.14614.3	886
MSTRG.13400.1	204
MSTRG.13334.1	375
MSTRG.14956.1	234
MSTRG.14128.1	805
MSTRG.14902.1	251
MSTRG.14057.2	525
MSTRG.13995.2	1321
MSTRG.14414.3	1822
MSTRG.14241.1	623
MSTRG.14857.2	305
MSTRG.14823.1	1388
MSTRG.14858.1	402
MSTRG.14025.1	801
MSTRG.14191.1	957
MSTRG.14324.1	257
MSTRG.14187.1	433
MSTRG.13956.2	693
MSTRG.14887.1	482
MSTRG.13602.1	1099
MSTRG.13354.1	1392
MSTRG.14625.2	643
MSTRG.13805.1	493
MSTRG.13578.1	1021
MSTRG.13398.1	211
MSTRG.13390.1	644
MSTRG.13309.1	273
MSTRG.14944.1	958
MSTRG.13580.2	914
MSTRG.14660.1	568
MSTRG.14142.1	318
MSTRG.13464.1	1429
MSTRG.13956.1	1126
MSTRG.14059.11	1049
MSTRG.13890.1	274
MSTRG.14950.1	315
MSTRG.14058.1	273
MSTRG.14472.1	561
MSTRG.14453.1	822
MSTRG.14698.5	452
MSTRG.14427.2	753
MSTRG.13998.1	338
MSTRG.14414.1	1853
MSTRG.13403.1	950
MSTRG.14371.1	1062
MSTRG.14613.2	1375
MSTRG.14151.1	355
MSTRG.14287.1	880
MSTRG.14370.1	1636
MSTRG.13700.15	819
MSTRG.13939.1	493
MSTRG.13901.3	587
MSTRG.14580.9	788
MSTRG.14604.1	216
MSTRG.14707.1	1374
MSTRG.14447.1	276
MSTRG.14490.2	308
MSTRG.13985.1	649
MSTRG.13902.1	904
MSTRG.14580.7	574
MSTRG.13320.1	434
MSTRG.14691.5	1817
MSTRG.14370.2	971
MSTRG.14878.10	274
MSTRG.13420.1	2029
MSTRG.13683.1	469
MSTRG.14194.2	676
MSTRG.14209.1	1269
MSTRG.14414.2	1844
MSTRG.14296.1	1101
MSTRG.14625.1	706
MSTRG.15592.1	660
MSTRG.15830.1	1367
MSTRG.15073.6	427
MSTRG.16028.1	319
MSTRG.15017.2	546
MSTRG.16089.1	640
MSTRG.15969.1	849
MSTRG.16851.1	804
MSTRG.16672.2	1088
MSTRG.16187.1	445
MSTRG.16707.2	549
MSTRG.15396.1	353
MSTRG.16147.2	218
MSTRG.16440.3	1512
MSTRG.15602.6	829
MSTRG.16506.3	814
MSTRG.16264.4	292
MSTRG.15945.1	543
MSTRG.16225.1	1335
MSTRG.16036.2	643
MSTRG.16015.1	207
MSTRG.15809.1	217
MSTRG.15413.1	746
MSTRG.16514.1	692
MSTRG.16658.1	415
MSTRG.15401.1	272
MSTRG.16707.1	1070
MSTRG.16264.5	452
MSTRG.15248.2	580
MSTRG.15016.1	251
MSTRG.16440.9	1100
MSTRG.16248.1	389
MSTRG.16286.1	1363
MSTRG.15586.1	378
MSTRG.15219.1	1084
MSTRG.15959.1	746
MSTRG.16635.1	369
MSTRG.16288.1	240
MSTRG.15485.1	348
MSTRG.15079.1	246
MSTRG.16078.2	512
MSTRG.15946.2	491
MSTRG.15049.1	549
MSTRG.16440.8	673
MSTRG.15719.7	487
MSTRG.15383.1	1639
MSTRG.15044.1	668
MSTRG.16396.1	220
MSTRG.15576.1	490
MSTRG.15946.1	642
MSTRG.16078.3	394
MSTRG.15051.2	584
MSTRG.15597.2	498
MSTRG.16017.1	782
MSTRG.16146.1	471
MSTRG.15243.1	723
MSTRG.16439.2	2327
MSTRG.16033.1	575
MSTRG.16437.2	425
MSTRG.15300.1	292
MSTRG.16754.1	246
MSTRG.15594.1	890
MSTRG.15104.1	245
MSTRG.15484.1	245
MSTRG.16441.3	1193
MSTRG.16264.3	319
MSTRG.16534.1	990
MSTRG.16068.1	657
MSTRG.16264.6	224
MSTRG.16439.9	1180
MSTRG.16439.10	1664
MSTRG.16198.2	748
MSTRG.16272.1	229
MSTRG.16137.4	234
MSTRG.16137.2	311
MSTRG.16415.2	883
MSTRG.15106.1	297
MSTRG.16442.1	5071
MSTRG.15719.9	344
MSTRG.16439.4	794
MSTRG.16180.4	425
MSTRG.15487.1	280
MSTRG.16081.5	1258
MSTRG.14974.1	1928
MSTRG.16444.1	517
MSTRG.15484.3	354
MSTRG.16700.1	257
MSTRG.16787.1	331
MSTRG.16078.1	839
MSTRG.16147.1	263
MSTRG.15389.1	537
MSTRG.16439.3	911
MSTRG.16633.1	212
MSTRG.15719.6	570
MSTRG.15221.1	681
MSTRG.15807.2	626
MSTRG.16173.8	1143
MSTRG.15945.2	651
MSTRG.15097.1	240
MSTRG.16017.2	634
MSTRG.16361.1	562
MSTRG.16439.1	3488
MSTRG.16614.1	367
MSTRG.16098.1	262
MSTRG.15182.1	726
MSTRG.16803.1	213
MSTRG.16670.1	360
MSTRG.16483.1	398
MSTRG.16440.1	1535
MSTRG.16249.1	845
MSTRG.15951.1	1039
MSTRG.15857.1	746
MSTRG.14972.1	1246
MSTRG.14974.2	1305
MSTRG.16359.2	1985
MSTRG.15488.1	497
MSTRG.16027.1	944
MSTRG.16471.1	657
MSTRG.15146.1	1149
MSTRG.16441.1	1578
MSTRG.16548.1	587
MSTRG.16440.4	317
MSTRG.15073.2	385
MSTRG.16117.1	488
MSTRG.16440.7	1155
MSTRG.15582.13	365
MSTRG.16514.2	224
MSTRG.15472.4	342
MSTRG.16036.1	224
MSTRG.15866.1	381
MSTRG.15474.1	667
